"timestamp","source","message"
"2020-05-19T10:00:33.025Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","SCA status is finalised"
"2020-05-21T13:25:08.707Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing ConsentAuthorisedEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T15:35:19.970Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:34:54.919Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:34:15.958Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:25:07.591Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs"
"2020-05-21T15:35:26.521Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:34:54.959Z","xs2a-adapter-7-jtfdh","--> POST https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: 9717DBF7385545B4C8515088F3284F0C\\n	--> Accept: application/json\\n	--> TPP-Nok-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/nok-redirect\\n	--> X-Request-ID: 818320cb-0e18-4508-ab0d-6161a11b8b29\\n	--> TPP-Redirect-Preferred: false\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""access"":{""accounts"":[{""iban"":""******"",""currency"":""******""}],""balances"":[{""iban"":""******"",""currency"":""******""}],""transactions"":[{""iban"":""******"",""currency"":""******""}]},""recurringIndicator"":true,""validUntil"":""2020-05-22"",""frequencyPerDay"":4,""combinedServiceIndicator"":false}\\n	-->"
"2020-05-21T15:34:16.004Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:25:07.897Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing AspspFoundEvent: AspspFoundEvent{data=AspspTO{id='53c47f54-b9a4-465a-8f77-bc6cd5f0cf46', name='adorsys xs2a', bic='ADORSYS', bankCode='99999999', url='https://amos-modelbank-xs2a.cloud.adorsys.de', adapterId='adorsys-integ-adapter', idpUrl='null', scaApproaches=null, paginationId='0:1.0'}, approach=UNKNOWN, step=ASPSP_LOOKUP}"
"2020-05-21T15:35:26.522Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:34:55.310Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create consent response status - 200"
"2020-05-21T15:34:16.044Z","xs2a-adapter-7-jtfdh","--> POST https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: 709613EFB3E6B019C4F794A5DD43D33B\\n	--> Accept: application/json\\n	--> TPP-Nok-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/nok-redirect\\n	--> X-Request-ID: 0a3f83ce-fded-4f72-b9e3-d5b5ad0ddb8a\\n	--> TPP-Redirect-Preferred: false\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""access"":{""accounts"":[{""iban"":""******"",""currency"":""******""}],""balances"":[{""iban"":""******"",""currency"":""******""}],""transactions"":[{""iban"":""******"",""currency"":""******""}]},""recurringIndicator"":true,""validUntil"":""2020-05-22"",""frequencyPerDay"":4,""combinedServiceIndicator"":false}\\n	-->"
"2020-05-21T13:25:07.996Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:26.553Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:34:55.311Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing ConsentAuthorisedEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T15:34:16.038Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:27:20.117Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:26.555Z","xs2a-adapter-7-jtfdh","--> PUT https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents/******/authorisations/******?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: C31014D910459B8CF72374904735E130\\n	--> Accept: application/json\\n	--> X-Request-ID: c8b4195a-1946-40e6-8c10-514f55b2a663\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""psuData"":{""password"":""******""}}\\n	-->"
"2020-05-21T15:35:20.338Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 201 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: 8fde2d9e-bd0b-4f6d-8dbf-b62b5d3f1e40\\n	<-- date: Thu, 21 May 2020 15:35:20 GMT\\n	<-- content-length: 1100\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- location: https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents/******\\n	<-- content-type: application/json\\n	<-- aspsp-notification-support: false\\n	<--\\n	<-- Response body [application/json]: {""consentStatus"":""******"",""consentId"":""******"",""_links"":{""updatePsuAuthentication"":{""href"":""******""},""self"":{""href"":""******""},""status"":{""href"":""******""},""scaStatus"":{""href"":""******""}}}\\n	<--"
"2020-05-21T15:34:16.564Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing QueryParametersEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T13:27:20.118Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:35:49.448Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:20.340Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing ConsentAuthorisedEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T13:26:26.794Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs"
"2020-05-21T13:27:20.151Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:49.480Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:44.700Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing AspspFoundEvent: AspspFoundEvent{data=AspspTO{id='53c47f54-b9a4-465a-8f77-bc6cd5f0cf46', name='adorsys xs2a', bic='ADORSYS', bankCode='99999999', url='https://amos-modelbank-xs2a.cloud.adorsys.de', adapterId='adorsys-integ-adapter', idpUrl='null', scaApproaches=null, paginationId='0:1.0'}, approach=UNKNOWN, step=ASPSP_LOOKUP}"
"2020-05-21T13:26:26.887Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:27:20.543Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing QueryParametersEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T15:35:50.006Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing SelectSCAMethodEvent: BaseEvent{data=******, approach=EMBEDDED, step=SELECT_SCA}"
"2020-05-21T15:35:44.710Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T13:26:26.936Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:25:18.671Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","update consent PSU data (PSU password stage)"
"2020-05-21T15:35:03.020Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","update consent PSU data (PSU password stage)"
"2020-05-21T15:35:44.744Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:27:20.074Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:26:27.381Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create consent response status - 200"
"2020-05-21T15:35:03.062Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:45.131Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing ConsentCreatedEvent: BaseEvent{data=******, approach=UNKNOWN, step=CREATE_CONSENT}"
"2020-05-21T13:27:20.086Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-19T16:14:10.498Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Started Xs2aAdapterUiApplication in 9.005 seconds (JVM running for 9.452)"
"2020-05-21T15:35:03.093Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:45.131Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing ConsentAuthorisedEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T15:34:54.886Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:53:35.021Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create a new session: 246E987680998DE2D94A853834D49BEB"
"2020-05-21T15:34:54.875Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs response status - 200"
"2020-05-21T15:35:49.403Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","update consent PSU data (PSU password stage)"
"2020-05-21T15:34:54.917Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:53:35.087Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs response status - 200"
"2020-05-21T15:34:54.952Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:49.410Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T13:26:27.382Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing ConsentCreatedEvent: BaseEvent{data=******, approach=UNKNOWN, step=CREATE_CONSENT}"
"2020-05-21T15:53:35.130Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:34:19.610Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:34:15.959Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs response status - 200"
"2020-05-21T13:26:27.383Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing QueryParametersEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T15:53:35.131Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:35:20.339Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing ConsentCreatedEvent: BaseEvent{data=******, approach=UNKNOWN, step=CREATE_CONSENT}"
"2020-05-21T15:34:15.972Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T13:27:20.543Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing ConsentAuthorisedEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T15:53:35.164Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:03.324Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing Error: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T15:35:19.903Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T13:25:08.697Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create consent response status - 200"
"2020-05-21T15:53:35.169Z","xs2a-adapter-7-jtfdh","--> POST https://amos-modelbank-xs2a.cloud.adorsys.de/v1/payments/sepa-credit-transfers?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: 246E987680998DE2D94A853834D49BEB\\n	--> Accept: */*\\n	--> X-Request-ID: fed8f45e-cd8a-4c79-ac2d-731f15f9b367\\n	--> TPP-Redirect-Preferred: false\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""debtorAccount"":{""iban"":""******"",""currency"":""******""},""instructedAmount"":{""currency"":""******"",""amount"":""******""},""creditorAccount"":{""iban"":""******"",""currency"":""******""},""creditorName"":""******""}\\n	-->"
"2020-05-21T16:05:18.033Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","4561F25F5045F42D30FD1E1223EFABFA: Unhandled exception"
"2020-05-21T15:34:19.909Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing Error: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T15:34:19.602Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","update consent PSU data (PSU password stage)"
"2020-05-21T15:53:35.549Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 201 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: fed8f45e-cd8a-4c79-ac2d-731f15f9b367\\n	<-- date: Thu, 21 May 2020 15:53:34 GMT\\n	<-- content-length: 1088\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- location: https://amos-modelbank-xs2a.cloud.adorsys.de/v1/payments/sepa-credit-transfers/5tXTuLsf7DCjntaMD-NQqoRhvw2_DXxj54CMfF1iaIgM_NshroE5aDaoM5UEiOXfcgftJbETkzvNvu5mZQqWcA==_=_psGLvQpt9Q\\n	<-- content-type: application/json\\n	<-- aspsp-notification-support: false\\n	<--\\n	<-- Response body [application/json]: {""transactionStatus"":""******"",""paymentId"":""******"",""transactionFeeIndicator"":""******"",""multilevelScaRequired"":""******"",""_links"":{""updatePsuAuthentication"":{""href"":""******""},""self"":{""href"":""******""},""status"":{""href"":""******""},""scaStatus"":{""href"":""******""}}}\\n	<--"
"2020-05-21T16:04:15.668Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs"
"2020-05-21T13:25:19.342Z","xs2a-adapter-7-jtfdh","UTF-8 charset will be used for response body parsing"
"2020-05-21T15:34:19.907Z","xs2a-adapter-7-jtfdh","UTF-8 charset will be used for response body parsing"
"2020-05-21T15:53:35.550Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","initiate payment response status - 201"
"2020-05-21T16:04:15.666Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create a new session: 4561F25F5045F42D30FD1E1223EFABFA"
"2020-05-21T13:25:19.377Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Response status - 401"
"2020-05-21T15:34:19.910Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","709613EFB3E6B019C4F794A5DD43D33B: Unhandled exception"
"2020-05-21T15:53:43.870Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T16:04:15.716Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by bank code [99999999}"
"2020-05-21T13:25:19.388Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","73D1CA2536413164C39C89657C6ABED7: Unhandled exception"
"2020-05-21T15:35:03.324Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Response status - 401"
"2020-05-21T15:53:43.905Z","xs2a-adapter-7-jtfdh","--> PUT https://amos-modelbank-xs2a.cloud.adorsys.de/v1/payments/sepa-credit-transfers/5tXTuLsf7DCjntaMD-NQqoRhvw2_DXxj54CMfF1iaIgM_NshroE5aDaoM5UEiOXfcgftJbETkzvNvu5mZQqWcA==_=_psGLvQpt9Q/authorisations/******?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: 246E987680998DE2D94A853834D49BEB\\n	--> Accept: */*\\n	--> X-Request-ID: d07af060-0bff-49ad-a964-72436f37b262\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""authenticationMethodId"":""******""}\\n	-->"
"2020-05-21T16:04:15.801Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T13:26:26.792Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create a new session: D91678F0B2B0A90CE7543C0AE0858BF3"
"2020-05-21T15:35:03.325Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","9717DBF7385545B4C8515088F3284F0C: Unhandled exception"
"2020-05-21T15:53:44.165Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: d07af060-0bff-49ad-a964-72436f37b262\\n	<-- date: Thu, 21 May 2020 15:53:43 GMT\\n	<-- content-length: 843\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""scaStatus"":""******"",""chosenScaMethod"":{""authenticationType"":""******"",""authenticationMethodId"":""******"",""name"":""******""},""challengeData"":{""data"":[""******""],""otpMaxLength"":""******"",""otpFormat"":""******"",""additionalInformation"":""******""},""_links"":{""scaStatus"":{""href"":""******""},""authoriseTransaction"":{""href"":""******""}}}\\n	<--"
"2020-05-21T16:04:16.249Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 201 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: c0804551-de2e-404c-9954-eb0a6672a99c\\n	<-- date: Thu, 21 May 2020 16:04:16 GMT\\n	<-- content-length: 1100\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- location: https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents/******\\n	<-- content-type: application/json\\n	<-- aspsp-notification-support: false\\n	<--\\n	<-- Response body [application/json]: {""consentStatus"":""******"",""consentId"":""******"",""_links"":{""updatePsuAuthentication"":{""href"":""******""},""self"":{""href"":""******""},""status"":{""href"":""******""},""scaStatus"":{""href"":""******""}}}\\n	<--"
"2020-05-21T13:26:26.847Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by bank code [99999999}"
"2020-05-21T15:36:36.190Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:53:44.167Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing QueryParametersEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T16:04:16.250Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create consent response status - 200"
"2020-05-21T13:26:26.888Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs response status - 200"
"2020-05-21T15:36:36.458Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","get transaction list"
"2020-05-21T15:53:44.167Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing OtpRequiredEvent: BaseEvent{data=******, approach=EMBEDDED, step=SEND_OTP}"
"2020-05-21T16:08:52.222Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by bank code [99999999}"
"2020-05-21T13:26:26.888Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing AspspFoundEvent: AspspFoundEvent{data=AspspTO{id='53c47f54-b9a4-465a-8f77-bc6cd5f0cf46', name='adorsys xs2a', bic='ADORSYS', bankCode='99999999', url='https://amos-modelbank-xs2a.cloud.adorsys.de', adapterId='adorsys-integ-adapter', idpUrl='null', scaApproaches=null, paginationId='0:1.0'}, approach=UNKNOWN, step=ASPSP_LOOKUP}"
"2020-05-21T15:36:36.828Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:53:47.612Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","update consent PSU data (PSU otp stage)"
"2020-05-21T16:08:52.265Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:26:26.978Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:36:37.186Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","SCA status is finalised"
"2020-05-21T15:53:47.653Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T16:08:52.268Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing AspspFoundEvent: AspspFoundEvent{data=AspspTO{id='53c47f54-b9a4-465a-8f77-bc6cd5f0cf46', name='adorsys xs2a', bic='ADORSYS', bankCode='99999999', url='https://amos-modelbank-xs2a.cloud.adorsys.de', adapterId='adorsys-integ-adapter', idpUrl='null', scaApproaches=null, paginationId='0:1.0'}, approach=UNKNOWN, step=ASPSP_LOOKUP}"
"2020-05-21T13:26:26.984Z","xs2a-adapter-7-jtfdh","--> POST https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: D91678F0B2B0A90CE7543C0AE0858BF3\\n	--> Accept: application/json\\n	--> TPP-Nok-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/nok-redirect\\n	--> X-Request-ID: 9ae9dd74-ab9e-42df-8b15-b32d8f57b636\\n	--> TPP-Redirect-Preferred: false\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""access"":{""accounts"":[{""iban"":""******"",""currency"":""******""}],""balances"":[{""iban"":""******"",""currency"":""******""}],""transactions"":[{""iban"":""******"",""currency"":""******""}]},""recurringIndicator"":true,""validUntil"":""2020-05-22"",""frequencyPerDay"":4,""combinedServiceIndicator"":false}\\n	-->"
"2020-05-21T15:36:37.232Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:53:47.686Z","xs2a-adapter-7-jtfdh","--> PUT https://amos-modelbank-xs2a.cloud.adorsys.de/v1/payments/sepa-credit-transfers/5tXTuLsf7DCjntaMD-NQqoRhvw2_DXxj54CMfF1iaIgM_NshroE5aDaoM5UEiOXfcgftJbETkzvNvu5mZQqWcA==_=_psGLvQpt9Q/authorisations/******?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: 246E987680998DE2D94A853834D49BEB\\n	--> Accept: */*\\n	--> X-Request-ID: a71c2179-7455-41cd-b33e-439f6c3c5761\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""scaAuthenticationData"":""******""}\\n	-->"
"2020-05-21T16:08:52.277Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T13:27:20.009Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs"
"2020-05-21T15:36:37.443Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 204 \\n	<-- x-request-id: 27680ef5-7176-4e95-8cf9-136bba7160ae\\n	<-- date: Thu, 21 May 2020 15:36:37 GMT\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<--\\n	<-- Response body []: ******\\n	<--"
"2020-05-21T15:53:48.239Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T16:08:52.311Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:27:20.036Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by bank code [99999999}"
"2020-05-21T15:35:49.449Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:53:48.425Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Transaction status is ACSP"
"2020-05-21T16:12:28.747Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
